year,auc,accuracy,precision,recall,true_positives,false_positives,false_negatives,NDCG_at_k,precision_JAR,sensitivity
2003.0,0.7879111019591692,0.9889650560107005,1.0,0.043478260869565216,3.0,0.0,66.0,0.21546583875326028,0.11864406779661017,0.10144927536231885
2004.0,0.7644274782282107,0.9898887765419616,0.4166666666666667,0.08620689655172414,5.0,7.0,53.0,0.18063806942302502,0.1694915254237288,0.1724137931034483
2005.0,0.7460448416790803,0.9907896981067713,0.15384615384615385,0.044444444444444446,2.0,11.0,43.0,0.05490252870104503,0.05172413793103448,0.06666666666666667
2006.0,0.7968175370728563,0.9900135409614083,0.06666666666666667,0.06060606060606061,2.0,28.0,31.0,0.028367987139793455,0.03389830508474576,0.06060606060606061
2007.0,0.7290567545963229,0.9904567143830948,0.06666666666666667,0.06666666666666667,2.0,28.0,28.0,0.04195066113644149,0.05172413793103448,0.1
2008.0,0.7341843620039109,0.9953670705630792,0.5,0.038461538461538464,1.0,1.0,25.0,0.07302154470896056,0.03571428571428571,0.07692307692307693
